Date,Start Time,End Time,Genre,Tempo,Energy,Danceability,Valence
2024-10-16,2024-10-16 08:04:00,2024-10-16 08:23:00,Electronic,79.12,0.82,0.11,0.63
2024-10-16,2024-10-16 08:28:00,2024-10-16 08:48:00,Classical,62.51,0.2,0.9,0.63
2024-10-16,2024-10-16 08:53:00,2024-10-16 09:21:00,Rock,155.04,0.36,0.17,0.75
2024-10-16,2024-10-16 09:31:00,2024-10-16 09:56:00,R&B,168.85,0.12,0.74,0.69
2024-10-16,2024-10-16 10:02:00,2024-10-16 10:32:00,Rock,94.77,0.77,0.52,0.31
2024-10-16,2024-10-16 10:39:00,2024-10-16 10:51:00,Rock,168.96,0.69,0.83,0.55
2024-10-16,2024-10-16 10:55:00,2024-10-16 11:06:00,Phonk,122.16,0.56,0.99,0.19
2024-10-16,2024-10-16 11:15:00,2024-10-16 11:41:00,Rock,122.33,0.46,0.8,0.67
2024-10-16,2024-10-16 11:51:00,2024-10-16 12:19:00,Classical,81.13,0.15,0.76,0.31
2024-10-16,2024-10-16 12:23:00,2024-10-16 12:48:00,Electronic,131.01,0.34,0.59,0.56
2024-10-16,2024-10-16 12:57:00,2024-10-16 13:06:00,Electronic,60.12,0.42,0.11,0.92
2024-10-16,2024-10-16 13:15:00,2024-10-16 13:39:00,Classical,71.41,0.9,0.74,0.48
2024-10-16,2024-10-16 13:48:00,2024-10-16 14:07:00,Classical,172.5,0.58,0.39,1.0
2024-10-16,2024-10-16 14:15:00,2024-10-16 14:26:00,Hip-Hop,145.37,0.26,0.38,0.38
2024-10-16,2024-10-16 14:32:00,2024-10-16 14:38:00,Hip-Hop,93.56,0.43,0.5,0.37
2024-10-16,2024-10-16 14:48:00,2024-10-16 15:17:00,Techno,104.58,0.56,0.76,0.66
2024-10-16,2024-10-16 15:21:00,2024-10-16 15:32:00,Electronic,67.95,0.18,0.56,0.71
2024-10-16,2024-10-16 15:38:00,2024-10-16 15:46:00,Techno,169.8,0.69,0.93,0.22
2024-10-16,2024-10-16 15:51:00,2024-10-16 16:00:00,Techno,177.47,0.54,0.67,0.86
2024-10-16,2024-10-16 16:02:00,2024-10-16 16:24:00,Electronic,155.84,0.79,0.76,0.83
2024-10-16,2024-10-16 16:25:00,2024-10-16 16:37:00,Hip-Hop,112.42,0.44,0.26,0.87
2024-10-16,2024-10-16 16:46:00,2024-10-16 17:07:00,Rock,127.25,0.79,0.35,0.4
2024-10-16,2024-10-16 17:13:00,2024-10-16 17:35:00,Techno,103.34,0.74,0.13,0.62
2024-10-16,2024-10-16 17:43:00,2024-10-16 18:07:00,Hip-Hop,86.74,0.3,0.98,0.55
2024-10-16,2024-10-16 18:11:00,2024-10-16 18:31:00,Electronic,99.49,0.4,0.85,0.11
2024-10-16,2024-10-16 18:40:00,2024-10-16 18:52:00,Techno,156.98,0.23,0.75,0.62
2024-10-16,2024-10-16 18:55:00,2024-10-16 19:14:00,R&B,68.58,0.84,0.89,0.98
2024-10-16,2024-10-16 19:21:00,2024-10-16 19:46:00,Techno,76.83,0.94,0.24,0.11
2024-10-16,2024-10-16 19:53:00,2024-10-16 20:14:00,R&B,85.67,0.82,0.46,0.36
2024-10-16,2024-10-16 20:21:00,2024-10-16 20:29:00,Phonk,169.33,0.37,0.96,0.91
2024-10-16,2024-10-16 20:36:00,2024-10-16 20:53:00,Pop,136.46,0.91,0.96,1.0
2024-10-16,2024-10-16 21:02:00,2024-10-16 21:21:00,Hip-Hop,165.36,0.76,0.95,0.55
2024-10-16,2024-10-16 21:24:00,2024-10-16 21:50:00,Hip-Hop,160.39,0.43,0.49,0.92
2024-10-16,2024-10-16 21:54:00,2024-10-16 22:05:00,Phonk,70.62,0.69,0.89,0.13
2024-10-16,2024-10-16 22:10:00,2024-10-16 22:39:00,Classical,138.91,0.4,0.14,0.89
2024-10-16,2024-10-16 22:44:00,2024-10-16 22:50:00,Techno,102.37,0.97,0.79,0.59
2024-10-16,2024-10-16 22:58:00,2024-10-16 23:08:00,Pop,167.93,0.67,0.97,0.46
2024-10-16,2024-10-16 23:16:00,2024-10-16 23:28:00,Rock,104.6,0.95,0.45,0.69
2024-10-16,2024-10-16 23:33:00,2024-10-16 23:55:00,Pop,88.74,0.94,0.5,0.8
2024-10-17,2024-10-17 00:00:00,2024-10-17 00:26:00,Pop,87.98,0.96,0.21,0.44
2024-10-17,2024-10-17 00:33:00,2024-10-17 00:45:00,R&B,132.21,0.27,0.18,0.76
2024-10-17,2024-10-17 00:55:00,2024-10-17 01:16:00,Hip-Hop,140.85,0.71,0.37,0.72
2024-10-17,2024-10-17 01:17:00,2024-10-17 01:27:00,Phonk,100.58,0.97,0.57,0.68
2024-10-17,2024-10-17 01:33:00,2024-10-17 01:42:00,Rock,114.46,0.54,0.63,0.4
2024-10-17,2024-10-17 01:49:00,2024-10-17 02:01:00,R&B,178.26,0.86,0.14,0.62
2024-10-17,2024-10-17 02:09:00,2024-10-17 02:27:00,Techno,74.25,0.8,0.41,0.66
2024-10-17,2024-10-17 02:37:00,2024-10-17 02:55:00,Hip-Hop,142.48,0.13,0.16,0.25
2024-10-17,2024-10-17 03:05:00,2024-10-17 03:25:00,Rock,98.23,0.35,1.0,0.37
2024-10-17,2024-10-17 03:33:00,2024-10-17 03:49:00,Phonk,133.61,0.27,0.4,0.81
2024-10-17,2024-10-17 03:53:00,2024-10-17 04:09:00,Techno,153.69,0.66,0.66,0.9
2024-10-17,2024-10-17 04:10:00,2024-10-17 04:39:00,Techno,83.67,0.59,0.22,0.93
2024-10-17,2024-10-17 04:46:00,2024-10-17 04:54:00,Phonk,98.8,0.81,0.74,0.43
2024-10-17,2024-10-17 04:57:00,2024-10-17 05:11:00,Pop,103.8,0.94,0.82,0.94
2024-10-17,2024-10-17 05:19:00,2024-10-17 05:27:00,Hip-Hop,143.51,0.23,0.99,0.87
2024-10-17,2024-10-17 05:30:00,2024-10-17 05:45:00,Phonk,156.19,0.66,0.23,0.75
2024-10-17,2024-10-17 05:55:00,2024-10-17 06:25:00,R&B,164.68,0.31,0.57,0.83
2024-10-17,2024-10-17 06:26:00,2024-10-17 06:56:00,R&B,132.64,0.89,1.0,0.53
2024-10-17,2024-10-17 06:59:00,2024-10-17 07:14:00,Classical,85.32,0.39,0.81,0.54
2024-10-17,2024-10-17 07:17:00,2024-10-17 07:41:00,Phonk,157.26,0.9,0.64,0.76
2024-10-17,2024-10-17 07:46:00,2024-10-17 08:15:00,Rock,75.92,0.26,0.21,0.33
2024-10-17,2024-10-17 08:24:00,2024-10-17 08:42:00,Classical,93.18,0.29,0.8,0.91
2024-10-17,2024-10-17 08:49:00,2024-10-17 09:02:00,R&B,101.27,0.32,0.87,0.54
2024-10-17,2024-10-17 09:07:00,2024-10-17 09:20:00,Electronic,97.25,0.35,0.54,0.3
2024-10-17,2024-10-17 09:29:00,2024-10-17 09:48:00,Hip-Hop,130.06,0.82,0.71,0.38
2024-10-17,2024-10-17 09:55:00,2024-10-17 10:12:00,R&B,100.76,0.75,0.24,0.83
2024-10-17,2024-10-17 10:17:00,2024-10-17 10:40:00,Rock,74.44,0.3,0.32,0.64
2024-10-17,2024-10-17 10:48:00,2024-10-17 11:12:00,Hip-Hop,111.72,0.15,0.64,0.74
2024-10-17,2024-10-17 11:19:00,2024-10-17 11:44:00,Classical,111.07,0.77,0.27,0.78
2024-10-17,2024-10-17 11:46:00,2024-10-17 12:07:00,Pop,178.84,0.97,0.59,0.85
2024-10-17,2024-10-17 12:08:00,2024-10-17 12:28:00,Techno,106.38,0.88,0.16,0.44
2024-10-17,2024-10-17 12:31:00,2024-10-17 12:49:00,R&B,119.55,0.82,0.86,0.59
2024-10-17,2024-10-17 12:53:00,2024-10-17 13:00:00,Phonk,84.14,0.92,0.94,0.82
2024-10-17,2024-10-17 13:07:00,2024-10-17 13:34:00,Classical,67.8,0.38,0.65,0.56
2024-10-17,2024-10-17 13:36:00,2024-10-17 14:05:00,R&B,140.32,0.7,0.92,0.34
2024-10-17,2024-10-17 14:08:00,2024-10-17 14:14:00,Rock,72.64,0.51,0.54,0.54
2024-10-17,2024-10-17 14:21:00,2024-10-17 14:29:00,R&B,115.18,0.95,0.63,0.41
2024-10-17,2024-10-17 14:36:00,2024-10-17 14:52:00,Phonk,80.7,0.33,0.31,0.53
2024-10-17,2024-10-17 15:02:00,2024-10-17 15:16:00,Electronic,170.17,0.82,0.78,0.82
2024-10-17,2024-10-17 15:17:00,2024-10-17 15:26:00,Techno,82.57,0.98,0.44,0.31
2024-10-17,2024-10-17 15:33:00,2024-10-17 15:54:00,Hip-Hop,158.98,0.56,0.62,0.86
2024-10-17,2024-10-17 15:57:00,2024-10-17 16:04:00,Phonk,79.41,0.81,0.81,0.1
2024-10-17,2024-10-17 16:07:00,2024-10-17 16:21:00,Electronic,151.78,0.49,0.28,0.39
2024-10-17,2024-10-17 16:23:00,2024-10-17 16:40:00,Pop,114.41,0.28,0.12,0.26
2024-10-17,2024-10-17 16:43:00,2024-10-17 16:54:00,Techno,135.45,0.98,0.31,0.86
2024-10-17,2024-10-17 17:01:00,2024-10-17 17:11:00,Rock,68.35,0.98,0.54,0.98
2024-10-17,2024-10-17 17:20:00,2024-10-17 17:30:00,Electronic,61.28,0.95,0.28,0.27
2024-10-17,2024-10-17 17:33:00,2024-10-17 17:46:00,Electronic,160.25,0.34,0.35,0.2
2024-10-17,2024-10-17 17:48:00,2024-10-17 18:06:00,Classical,138.13,0.55,0.73,0.61
2024-10-17,2024-10-17 18:07:00,2024-10-17 18:29:00,Phonk,163.91,0.54,0.9,0.88
2024-10-17,2024-10-17 18:32:00,2024-10-17 19:01:00,Pop,106.25,0.83,0.28,0.47
2024-10-17,2024-10-17 19:02:00,2024-10-17 19:11:00,Techno,141.45,0.38,0.18,0.16
2024-10-17,2024-10-17 19:17:00,2024-10-17 19:31:00,Hip-Hop,69.51,0.83,0.24,0.88
2024-10-17,2024-10-17 19:32:00,2024-10-17 20:00:00,Rock,112.91,0.56,0.42,0.16
2024-10-17,2024-10-17 20:09:00,2024-10-17 20:39:00,Techno,139.27,0.69,0.85,0.81
2024-10-17,2024-10-17 20:43:00,2024-10-17 20:56:00,Pop,139.23,0.67,0.78,0.77
2024-10-17,2024-10-17 21:04:00,2024-10-17 21:18:00,Phonk,166.67,0.36,0.58,0.41
2024-10-17,2024-10-17 21:27:00,2024-10-17 21:41:00,Phonk,167.16,0.45,0.44,0.88
2024-10-17,2024-10-17 21:46:00,2024-10-17 22:00:00,Techno,105.72,0.2,0.7,0.85
2024-10-17,2024-10-17 22:03:00,2024-10-17 22:11:00,Hip-Hop,64.54,0.75,0.61,0.21
2024-10-17,2024-10-17 22:16:00,2024-10-17 22:39:00,Hip-Hop,103.31,0.89,0.84,0.17
2024-10-17,2024-10-17 22:48:00,2024-10-17 23:14:00,Hip-Hop,161.85,0.79,0.29,0.16
2024-10-17,2024-10-17 23:17:00,2024-10-17 23:24:00,Rock,92.85,0.99,0.61,0.66
2024-10-17,2024-10-17 23:25:00,2024-10-17 23:39:00,Techno,175.75,0.12,0.63,0.55
2024-10-18,2024-10-18 00:00:00,2024-10-18 00:28:00,Hip-Hop,167.48,0.41,0.53,0.27
2024-10-18,2024-10-18 00:31:00,2024-10-18 00:46:00,Classical,178.42,0.74,0.38,0.69
2024-10-18,2024-10-18 00:48:00,2024-10-18 01:10:00,Hip-Hop,141.07,0.62,0.54,0.18
2024-10-18,2024-10-18 01:18:00,2024-10-18 01:23:00,Electronic,65.99,0.65,0.57,0.54
2024-10-18,2024-10-18 01:25:00,2024-10-18 01:42:00,Rock,171.61,0.68,0.89,0.78
2024-10-18,2024-10-18 01:44:00,2024-10-18 02:11:00,Rock,76.64,0.68,0.58,0.75
2024-10-18,2024-10-18 02:20:00,2024-10-18 02:49:00,Phonk,84.36,0.73,0.3,0.68
2024-10-18,2024-10-18 02:50:00,2024-10-18 03:16:00,Phonk,74.29,0.44,0.62,0.8
2024-10-18,2024-10-18 03:23:00,2024-10-18 03:38:00,Rock,175.74,0.62,0.47,0.86
2024-10-18,2024-10-18 03:41:00,2024-10-18 04:03:00,R&B,120.79,0.43,0.98,0.35
2024-10-18,2024-10-18 04:07:00,2024-10-18 04:29:00,R&B,109.71,0.61,0.71,0.17
2024-10-18,2024-10-18 04:30:00,2024-10-18 04:59:00,Phonk,81.0,0.2,0.14,0.88
2024-10-18,2024-10-18 05:03:00,2024-10-18 05:32:00,Classical,134.41,0.7,0.3,0.65
2024-10-18,2024-10-18 05:35:00,2024-10-18 05:53:00,Phonk,178.32,0.11,0.87,0.27
2024-10-18,2024-10-18 05:59:00,2024-10-18 06:06:00,Electronic,102.96,0.57,0.18,0.21
2024-10-18,2024-10-18 06:14:00,2024-10-18 06:31:00,Classical,164.54,0.1,0.56,0.66
2024-10-18,2024-10-18 06:37:00,2024-10-18 07:05:00,Electronic,172.44,0.37,0.39,0.48
2024-10-18,2024-10-18 07:09:00,2024-10-18 07:21:00,Electronic,95.07,0.88,0.36,0.24
2024-10-18,2024-10-18 07:25:00,2024-10-18 07:30:00,Pop,169.42,0.66,0.78,0.86
2024-10-18,2024-10-18 07:37:00,2024-10-18 08:01:00,Hip-Hop,121.3,0.22,0.38,0.59
2024-10-18,2024-10-18 08:07:00,2024-10-18 08:36:00,Pop,100.27,0.38,0.52,1.0
2024-10-18,2024-10-18 08:39:00,2024-10-18 09:06:00,Pop,137.21,0.64,0.76,0.81
2024-10-18,2024-10-18 09:12:00,2024-10-18 09:27:00,Pop,124.26,0.13,0.23,0.48
2024-10-18,2024-10-18 09:34:00,2024-10-18 09:50:00,Hip-Hop,128.53,1.0,0.67,0.94
2024-10-18,2024-10-18 09:58:00,2024-10-18 10:24:00,R&B,117.34,0.73,0.72,0.84
2024-10-18,2024-10-18 10:34:00,2024-10-18 11:01:00,R&B,133.18,0.88,0.56,0.53
2024-10-18,2024-10-18 11:08:00,2024-10-18 11:17:00,Electronic,81.05,0.96,0.26,0.79
2024-10-18,2024-10-18 11:23:00,2024-10-18 11:29:00,Electronic,94.05,0.89,0.63,0.69
2024-10-18,2024-10-18 11:34:00,2024-10-18 11:51:00,R&B,70.63,0.5,0.67,0.8
2024-10-18,2024-10-18 11:56:00,2024-10-18 12:25:00,Phonk,156.64,0.72,0.62,0.85
2024-10-18,2024-10-18 12:32:00,2024-10-18 12:47:00,Pop,149.13,0.57,0.96,0.56
2024-10-18,2024-10-18 12:50:00,2024-10-18 13:09:00,R&B,68.49,0.62,0.89,0.41
2024-10-18,2024-10-18 13:15:00,2024-10-18 13:28:00,Phonk,150.1,0.65,0.82,0.44
2024-10-18,2024-10-18 13:31:00,2024-10-18 13:57:00,Rock,150.05,0.51,0.88,0.89
2024-10-18,2024-10-18 14:01:00,2024-10-18 14:10:00,Rock,84.7,0.71,0.77,0.66
2024-10-18,2024-10-18 14:13:00,2024-10-18 14:39:00,Phonk,160.44,0.86,0.85,0.96
2024-10-18,2024-10-18 14:45:00,2024-10-18 15:02:00,Electronic,156.82,0.86,0.14,0.96
2024-10-18,2024-10-18 15:04:00,2024-10-18 15:13:00,Hip-Hop,108.73,0.66,0.16,0.17
2024-10-18,2024-10-18 15:21:00,2024-10-18 15:31:00,R&B,148.74,0.87,0.73,0.87
2024-10-18,2024-10-18 15:40:00,2024-10-18 15:50:00,Rock,84.34,0.15,0.66,0.35
2024-10-18,2024-10-18 15:59:00,2024-10-18 16:17:00,Electronic,136.4,0.45,0.51,0.38
2024-10-18,2024-10-18 16:22:00,2024-10-18 16:29:00,Electronic,173.29,0.89,0.71,0.39
2024-10-18,2024-10-18 16:39:00,2024-10-18 16:45:00,Rock,94.19,0.1,0.9,0.69
2024-10-18,2024-10-18 16:48:00,2024-10-18 16:58:00,Pop,86.07,0.87,0.56,0.46
2024-10-18,2024-10-18 17:08:00,2024-10-18 17:30:00,Hip-Hop,130.17,0.45,0.82,0.49
2024-10-18,2024-10-18 17:38:00,2024-10-18 18:04:00,Hip-Hop,123.21,0.11,0.45,0.48
2024-10-18,2024-10-18 18:11:00,2024-10-18 18:18:00,Phonk,78.87,0.91,0.83,0.13
2024-10-18,2024-10-18 18:22:00,2024-10-18 18:29:00,Phonk,105.74,0.92,0.32,0.42
2024-10-18,2024-10-18 18:39:00,2024-10-18 18:58:00,Electronic,155.07,0.42,0.12,0.51
2024-10-18,2024-10-18 19:06:00,2024-10-18 19:36:00,Techno,167.95,0.59,0.68,0.7
2024-10-18,2024-10-18 19:40:00,2024-10-18 19:49:00,Hip-Hop,151.0,0.21,0.49,0.18
2024-10-18,2024-10-18 19:58:00,2024-10-18 20:06:00,Hip-Hop,167.78,0.63,0.51,0.69
2024-10-18,2024-10-18 20:08:00,2024-10-18 20:20:00,Techno,173.48,0.89,0.99,0.87
2024-10-18,2024-10-18 20:25:00,2024-10-18 20:49:00,Pop,171.45,0.65,0.28,0.58
2024-10-18,2024-10-18 20:58:00,2024-10-18 21:20:00,Rock,113.41,0.53,0.71,0.35
2024-10-18,2024-10-18 21:28:00,2024-10-18 21:57:00,Techno,147.52,0.5,0.93,0.73
2024-10-18,2024-10-18 22:03:00,2024-10-18 22:27:00,Rock,124.34,0.84,0.52,0.6
2024-10-18,2024-10-18 22:30:00,2024-10-18 22:54:00,Hip-Hop,104.61,0.62,0.39,0.27
2024-10-18,2024-10-18 23:03:00,2024-10-18 23:23:00,R&B,133.68,0.37,0.79,0.23
2024-10-18,2024-10-18 23:31:00,2024-10-18 23:51:00,Classical,62.35,0.17,0.66,0.48
2024-10-19,2024-10-19 00:00:00,2024-10-19 00:16:00,Techno,100.69,0.92,0.57,0.13
2024-10-19,2024-10-19 00:23:00,2024-10-19 00:43:00,Phonk,141.44,0.66,0.79,0.48
2024-10-19,2024-10-19 00:48:00,2024-10-19 01:14:00,Hip-Hop,110.69,0.93,0.58,0.68
2024-10-19,2024-10-19 01:24:00,2024-10-19 01:50:00,Techno,106.4,0.89,0.96,0.34
2024-10-19,2024-10-19 01:59:00,2024-10-19 02:08:00,Phonk,174.84,0.57,0.99,0.59
2024-10-19,2024-10-19 02:14:00,2024-10-19 02:35:00,Phonk,172.06,0.84,0.38,0.33
2024-10-19,2024-10-19 02:41:00,2024-10-19 03:07:00,Classical,99.11,0.4,0.52,0.79
2024-10-19,2024-10-19 03:13:00,2024-10-19 03:26:00,Techno,74.19,0.18,0.29,0.69
2024-10-19,2024-10-19 03:32:00,2024-10-19 03:59:00,Classical,154.66,0.6,0.21,0.51
2024-10-19,2024-10-19 04:03:00,2024-10-19 04:21:00,Hip-Hop,82.67,0.72,0.66,0.31
2024-10-19,2024-10-19 04:30:00,2024-10-19 04:36:00,Rock,71.56,0.92,0.54,0.92
2024-10-19,2024-10-19 04:42:00,2024-10-19 05:03:00,Hip-Hop,178.04,0.36,0.43,0.36
2024-10-19,2024-10-19 05:13:00,2024-10-19 05:38:00,Hip-Hop,99.15,0.67,0.59,0.72
2024-10-19,2024-10-19 05:43:00,2024-10-19 06:09:00,Electronic,105.4,0.62,0.33,0.87
2024-10-19,2024-10-19 06:15:00,2024-10-19 06:39:00,Phonk,67.84,0.1,0.17,0.74
2024-10-19,2024-10-19 06:42:00,2024-10-19 06:52:00,Electronic,86.06,0.38,0.27,0.57
2024-10-19,2024-10-19 06:55:00,2024-10-19 07:12:00,Electronic,81.57,0.87,0.84,0.68
2024-10-19,2024-10-19 07:15:00,2024-10-19 07:26:00,Techno,91.1,0.7,0.8,0.44
2024-10-19,2024-10-19 07:36:00,2024-10-19 08:00:00,Pop,126.79,0.29,0.64,0.84
2024-10-19,2024-10-19 08:03:00,2024-10-19 08:23:00,Electronic,159.35,0.22,0.75,0.72
2024-10-19,2024-10-19 08:32:00,2024-10-19 08:40:00,Electronic,150.77,0.26,0.87,0.77
2024-10-19,2024-10-19 08:41:00,2024-10-19 09:09:00,R&B,100.55,0.44,0.21,0.87
2024-10-19,2024-10-19 09:17:00,2024-10-19 09:47:00,Hip-Hop,158.74,0.34,0.42,0.51
2024-10-19,2024-10-19 09:57:00,2024-10-19 10:25:00,Techno,69.58,0.24,0.43,0.13
2024-10-19,2024-10-19 10:32:00,2024-10-19 10:54:00,R&B,132.1,0.22,0.71,0.4
2024-10-19,2024-10-19 11:02:00,2024-10-19 11:31:00,Pop,119.6,0.62,0.76,0.32
2024-10-19,2024-10-19 11:36:00,2024-10-19 11:49:00,Electronic,114.76,0.12,0.97,0.28
2024-10-19,2024-10-19 11:55:00,2024-10-19 12:07:00,Rock,104.39,0.81,0.96,0.97
2024-10-19,2024-10-19 12:12:00,2024-10-19 12:27:00,Phonk,148.64,0.75,0.47,0.52
2024-10-19,2024-10-19 12:30:00,2024-10-19 12:51:00,Rock,80.56,0.66,0.66,0.76
2024-10-19,2024-10-19 12:56:00,2024-10-19 13:11:00,R&B,177.53,0.34,0.95,0.56
2024-10-19,2024-10-19 13:21:00,2024-10-19 13:35:00,R&B,142.48,0.28,0.26,0.25
2024-10-19,2024-10-19 13:39:00,2024-10-19 14:02:00,Rock,96.39,0.38,0.82,0.48
2024-10-19,2024-10-19 14:08:00,2024-10-19 14:19:00,Hip-Hop,142.24,0.58,0.19,0.57
2024-10-19,2024-10-19 14:22:00,2024-10-19 14:33:00,Rock,99.37,0.7,0.3,0.43
2024-10-19,2024-10-19 14:41:00,2024-10-19 15:05:00,Techno,110.78,0.3,0.97,0.5
2024-10-19,2024-10-19 15:12:00,2024-10-19 15:27:00,Phonk,88.15,0.76,0.74,0.35
2024-10-19,2024-10-19 15:36:00,2024-10-19 15:56:00,Techno,161.63,0.68,0.92,0.67
2024-10-19,2024-10-19 15:57:00,2024-10-19 16:20:00,Techno,95.98,0.72,0.4,0.32
2024-10-19,2024-10-19 16:29:00,2024-10-19 16:54:00,Techno,76.88,0.61,0.54,0.5
2024-10-19,2024-10-19 17:02:00,2024-10-19 17:30:00,Rock,89.49,0.8,0.91,0.3
2024-10-19,2024-10-19 17:34:00,2024-10-19 17:55:00,Techno,113.2,0.97,0.75,0.54
2024-10-19,2024-10-19 17:59:00,2024-10-19 18:25:00,Rock,137.12,0.38,0.67,0.36
2024-10-19,2024-10-19 18:34:00,2024-10-19 18:53:00,Classical,101.29,0.37,0.94,0.86
2024-10-19,2024-10-19 18:59:00,2024-10-19 19:28:00,Pop,116.98,0.86,0.76,0.7
2024-10-19,2024-10-19 19:33:00,2024-10-19 19:41:00,Electronic,179.76,0.22,0.94,0.5
2024-10-19,2024-10-19 19:48:00,2024-10-19 20:01:00,Classical,67.17,0.72,0.56,0.16
2024-10-19,2024-10-19 20:04:00,2024-10-19 20:34:00,Hip-Hop,123.67,0.86,0.96,0.57
2024-10-19,2024-10-19 20:40:00,2024-10-19 21:10:00,Rock,150.32,0.38,0.25,0.82
2024-10-19,2024-10-19 21:17:00,2024-10-19 21:35:00,Techno,62.94,0.37,0.26,0.33
2024-10-19,2024-10-19 21:37:00,2024-10-19 22:06:00,Hip-Hop,115.41,0.78,0.87,0.65
2024-10-19,2024-10-19 22:13:00,2024-10-19 22:35:00,Pop,130.97,0.31,0.96,0.79
2024-10-19,2024-10-19 22:44:00,2024-10-19 23:07:00,Techno,164.33,0.6,0.61,0.12
2024-10-19,2024-10-19 23:14:00,2024-10-19 23:25:00,Rock,92.93,0.97,0.81,0.7
2024-10-19,2024-10-19 23:30:00,2024-10-19 23:54:00,Rock,98.97,0.32,0.73,0.64
2024-10-20,2024-10-20 00:00:00,2024-10-20 00:11:00,Phonk,153.66,0.22,0.22,0.24
2024-10-20,2024-10-20 00:13:00,2024-10-20 00:36:00,Pop,164.0,0.87,0.7,0.26
2024-10-20,2024-10-20 00:37:00,2024-10-20 00:52:00,Pop,94.91,0.88,0.39,0.5
2024-10-20,2024-10-20 00:58:00,2024-10-20 01:06:00,Rock,156.19,0.36,0.35,0.9
2024-10-20,2024-10-20 01:08:00,2024-10-20 01:30:00,Classical,105.62,0.67,0.79,0.31
2024-10-20,2024-10-20 01:40:00,2024-10-20 02:01:00,Techno,61.23,0.79,0.92,0.97
2024-10-20,2024-10-20 02:07:00,2024-10-20 02:24:00,Rock,114.49,0.61,0.12,0.4
2024-10-20,2024-10-20 02:30:00,2024-10-20 02:43:00,Electronic,143.67,0.99,0.15,0.32
2024-10-20,2024-10-20 02:51:00,2024-10-20 03:09:00,Rock,86.82,0.45,0.25,0.26
2024-10-20,2024-10-20 03:14:00,2024-10-20 03:34:00,Techno,166.07,0.15,0.27,0.64
2024-10-20,2024-10-20 03:41:00,2024-10-20 04:08:00,Hip-Hop,68.66,0.17,0.82,0.8
2024-10-20,2024-10-20 04:17:00,2024-10-20 04:31:00,Phonk,116.16,0.26,0.69,0.41
2024-10-20,2024-10-20 04:34:00,2024-10-20 04:51:00,Phonk,154.98,0.67,0.37,0.77
2024-10-20,2024-10-20 04:57:00,2024-10-20 05:05:00,Electronic,145.47,0.37,0.97,0.25
2024-10-20,2024-10-20 05:14:00,2024-10-20 05:22:00,Phonk,100.08,0.26,0.88,0.52
2024-10-20,2024-10-20 05:30:00,2024-10-20 05:36:00,Phonk,152.44,0.35,0.8,0.2
2024-10-20,2024-10-20 05:38:00,2024-10-20 06:07:00,Hip-Hop,134.58,0.17,0.89,0.25
2024-10-20,2024-10-20 06:14:00,2024-10-20 06:24:00,Electronic,84.69,0.91,0.8,0.46
2024-10-20,2024-10-20 06:30:00,2024-10-20 06:46:00,Phonk,165.39,0.15,0.43,0.54
2024-10-20,2024-10-20 06:55:00,2024-10-20 07:05:00,R&B,159.4,0.76,0.26,0.18
2024-10-20,2024-10-20 07:13:00,2024-10-20 07:29:00,Pop,113.34,0.21,0.86,0.49
2024-10-20,2024-10-20 07:36:00,2024-10-20 07:54:00,Techno,124.73,0.26,0.11,0.93
2024-10-20,2024-10-20 08:02:00,2024-10-20 08:27:00,Electronic,80.15,0.77,0.7,0.56
2024-10-20,2024-10-20 08:30:00,2024-10-20 08:50:00,R&B,179.66,0.97,0.46,0.74
2024-10-20,2024-10-20 08:57:00,2024-10-20 09:21:00,Rock,173.17,0.59,0.5,0.85
2024-10-20,2024-10-20 09:25:00,2024-10-20 09:49:00,R&B,178.13,0.91,0.53,0.23
2024-10-20,2024-10-20 09:53:00,2024-10-20 10:09:00,Phonk,83.94,1.0,0.32,0.76
2024-10-20,2024-10-20 10:11:00,2024-10-20 10:31:00,Phonk,65.89,0.38,0.95,0.27
2024-10-20,2024-10-20 10:39:00,2024-10-20 11:06:00,Techno,65.71,0.39,0.52,0.91
2024-10-20,2024-10-20 11:13:00,2024-10-20 11:27:00,Hip-Hop,94.29,0.97,0.31,0.86
2024-10-20,2024-10-20 11:31:00,2024-10-20 11:44:00,Classical,159.82,0.84,0.18,0.77
2024-10-20,2024-10-20 11:47:00,2024-10-20 12:09:00,Electronic,154.34,0.67,0.12,0.24
2024-10-20,2024-10-20 12:13:00,2024-10-20 12:24:00,R&B,154.61,0.13,0.44,0.13
2024-10-20,2024-10-20 12:26:00,2024-10-20 12:55:00,Techno,126.17,0.32,0.38,0.49
2024-10-20,2024-10-20 12:57:00,2024-10-20 13:26:00,Classical,67.03,0.2,0.72,0.72
2024-10-20,2024-10-20 13:29:00,2024-10-20 13:53:00,Classical,133.87,0.73,0.87,0.35
2024-10-20,2024-10-20 13:59:00,2024-10-20 14:07:00,Techno,86.49,0.92,0.66,0.12
2024-10-20,2024-10-20 14:12:00,2024-10-20 14:24:00,Phonk,156.51,0.21,0.23,0.98
2024-10-20,2024-10-20 14:27:00,2024-10-20 14:39:00,Rock,74.25,0.44,0.17,0.32
2024-10-20,2024-10-20 14:43:00,2024-10-20 14:56:00,Techno,65.38,0.24,0.25,0.56
2024-10-20,2024-10-20 15:00:00,2024-10-20 15:10:00,Phonk,165.72,0.82,0.76,1.0
